593	2027	658	texas
594	2426	2916	washington
595	661	1996	texas
596	3576	233	wisconsin
597	3172	3580	wisconsin
598	183	886	wisconsin
599	1295	581	cornell
600	917	357	wisconsin
601	3908	3675	wisconsin
602	3921	3908	wisconsin
603	1178	386	cornell
604	3341	363	wisconsin
605	1002	3366	wisconsin
606	360	464	wisconsin
607	784	339	washington
608	3620	216	wisconsin
609	848	2454	washington
610	1182	1295	cornell
611	2027	696	texas
612	1236	535	cornell
613	3575	950	wisconsin
614	3620	217	wisconsin
615	3957	3673	wisconsin
616	554	13	cornell
617	3917	3498	wisconsin
618	2027	623	texas
619	3584	349	wisconsin
620	3669	3665	wisconsin
621	3303	364	wisconsin
622	2320	732	washington
623	1646	418	texas
624	198	921	wisconsin
625	982	3970	wisconsin
626	1894	76	texas
627	2027	642	texas
628	3970	210	wisconsin
629	969	3206	wisconsin
630	3908	3674	wisconsin
631	760	2321	washington
632	3595	3159	wisconsin
633	3366	943	wisconsin
634	279	1719	texas
635	382	3665	wisconsin
636	3298	3575	wisconsin
637	2563	146	washington
638	2027	603	texas
639	3614	3413	wisconsin
640	3925	3907	wisconsin
641	849	126	washington
642	364	167	wisconsin
643	2027	592	texas
644	232	1000	wisconsin
645	3535	213	wisconsin
646	2320	843	washington
647	1295	494	cornell
648	230	3331	wisconsin
649	3918	3674	wisconsin
650	1003	3340	wisconsin
651	3675	3908	wisconsin
652	1508	475	cornell
653	3664	3916	wisconsin
654	3957	3916	wisconsin
655	302	1639	texas
656	3676	450	wisconsin
657	3907	3510	wisconsin
658	227	928	wisconsin
659	857	199	wisconsin
660	1354	34	cornell
661	481	257	cornell
662	2661	2660	washington
663	330	430	washington
664	3907	3908	wisconsin
665	3671	3918	wisconsin
666	3970	207	wisconsin
667	2426	2427	washington
668	1860	1861	texas
669	444	458	wisconsin
670	3382	357	wisconsin
671	3669	3668	wisconsin
672	339	426	washington
673	2710	2660	washington
674	2825	2320	washington
675	2027	679	texas
676	3575	972	wisconsin
677	2141	278	texas
678	3654	3675	wisconsin
679	3366	354	wisconsin
680	1108	494	cornell
681	2713	843	washington
682	2027	674	texas
683	426	333	washington
684	1295	571	cornell
685	832	332	washington
686	3382	3368	wisconsin
687	3665	3916	wisconsin
688	1100	1099	cornell
689	338	108	washington
690	1354	36	cornell
691	2320	774	washington
692	3600	900	wisconsin
693	3675	3889	wisconsin
694	167	178	wisconsin
695	3381	3382	wisconsin
696	364	168	wisconsin
697	1982	80	texas
698	636	406	texas
699	402	1100	cornell
700	456	3498	wisconsin
701	3664	3673	wisconsin
702	2027	721	texas
703	1606	252	cornell
704	1719	309	texas
705	3916	3675	wisconsin
706	3366	357	wisconsin
707	222	3293	wisconsin
708	990	366	wisconsin
709	443	3490	wisconsin
710	3819	1005	wisconsin
711	3507	897	wisconsin
712	2027	612	texas
713	796	2294	washington
714	3584	891	wisconsin
715	2035	704	texas
716	2359	2355	washington
717	1180	245	cornell
718	3409	3343	wisconsin
719	2027	662	texas
720	1295	547	cornell
721	393	254	cornell
722	3576	206	wisconsin
723	833	2910	washington
724	3575	924	wisconsin
725	1564	504	cornell
726	338	438	washington
727	898	458	wisconsin
728	613	1639	texas
729	3368	3381	wisconsin
730	3929	3673	wisconsin
731	33	1423	cornell
732	3915	3674	wisconsin
733	900	3600	wisconsin
734	542	252	cornell
735	791	2981	washington
736	2027	667	texas
737	2913	771	washington
738	135	87	washington
739	1180	241	cornell
740	3575	912	wisconsin
741	320	148	washington
742	2416	744	washington
743	3575	886	wisconsin
744	3853	183	wisconsin
745	3605	905	wisconsin
746	3907	3674	wisconsin
747	3037	751	washington
748	3576	203	wisconsin
749	1894	75	texas
750	252	479	cornell
751	3643	455	wisconsin
752	2359	2360	washington
753	408	293	texas
754	3576	197	wisconsin
755	3654	3962	wisconsin
756	3366	908	wisconsin
757	337	786	washington
758	708	297	texas
759	666	301	texas
760	3575	998	wisconsin
761	1295	512	cornell
762	3575	889	wisconsin
763	278	1719	texas
764	2286	142	washington
765	3575	874	wisconsin
766	731	1639	texas
767	3576	228	wisconsin
768	2141	284	texas
769	1247	43	cornell
770	3576	199	wisconsin
771	2104	698	texas
772	1076	15	cornell
773	3575	883	wisconsin
774	409	627	texas
775	1295	470	cornell
776	3927	3908	wisconsin
777	377	3346	wisconsin
778	499	485	cornell
779	407	1639	texas
780	2416	810	washington
781	781	430	washington
782	3507	917	wisconsin
783	4013	3916	wisconsin
784	3303	366	wisconsin
785	3925	3665	wisconsin
786	223	363	wisconsin
787	2026	1679	texas
788	225	361	wisconsin
789	2708	330	washington
790	1933	1862	texas
791	3575	958	wisconsin
792	1719	305	texas
793	2088	2089	texas
794	232	876	wisconsin
795	764	332	washington
796	662	1639	texas
797	1894	72	texas
798	2027	675	texas
799	1180	270	cornell
800	3667	3962	wisconsin
801	3470	222	wisconsin
802	1295	546	cornell
803	2141	272	texas
804	1295	506	cornell
805	3413	171	wisconsin
806	1019	1182	cornell
807	994	464	wisconsin
808	1933	1938	texas
809	815	119	washington
810	3654	3673	wisconsin
811	874	3498	wisconsin
812	837	102	washington
813	3673	3665	wisconsin
814	1552	509	cornell
815	1857	1862	texas
816	3413	178	wisconsin
817	2654	432	washington
818	847	88	washington
819	426	748	washington
820	820	2931	washington
821	3575	967	wisconsin
822	1894	57	texas
823	991	220	wisconsin
824	485	396	cornell
825	978	3541	wisconsin
826	218	160	wisconsin
827	1295	544	cornell
828	2280	135	washington
829	233	182	wisconsin
830	3575	926	wisconsin
831	2320	810	washington
832	3634	171	wisconsin
833	2712	2660	washington
834	3238	344	wisconsin
835	1178	1182	cornell
836	940	3984	wisconsin
837	2913	740	washington
838	2659	2712	washington
839	1944	613	texas
840	146	2563	washington
841	377	165	wisconsin
842	2141	282	texas
843	2660	2659	washington
844	236	171	wisconsin
845	974	3210	wisconsin
846	2027	644	texas
847	231	991	wisconsin
848	3409	199	wisconsin
849	3532	3210	wisconsin
850	3957	3674	wisconsin
851	3917	3340	wisconsin
852	1646	286	texas
853	3429	3916	wisconsin
854	3575	1005	wisconsin
855	2713	808	washington
856	3664	3674	wisconsin
857	3672	3665	wisconsin
858	1414	1606	cornell
859	2335	132	washington
860	3575	861	wisconsin
861	4013	3675	wisconsin
862	749	98	washington
863	2916	2428	washington
864	943	3177	wisconsin
865	2027	707	texas
866	1295	582	cornell
867	990	861	wisconsin
868	1	564	cornell
869	222	360	wisconsin
870	3575	898	wisconsin
871	2426	2913	washington
872	3978	3666	wisconsin
873	2428	2913	washington
874	549	33	cornell
875	111	95	washington
876	3093	861	wisconsin
877	3404	180	wisconsin
878	3922	3908	wisconsin
879	3421	3907	wisconsin
880	132	338	washington
881	405	252	cornell
882	89	752	washington
883	245	470	cornell
884	3674	3908	wisconsin
885	3575	857	wisconsin
886	3670	3916	wisconsin
887	2320	733	washington
888	3907	3421	wisconsin
889	1295	567	cornell
890	614	1639	texas
891	2713	835	washington
892	3575	961	wisconsin
893	666	291	texas
894	191	911	wisconsin
895	405	1480	cornell
896	3238	888	wisconsin
897	1295	475	cornell
898	245	488	cornell
899	3928	3889	wisconsin
900	650	292	texas
901	2428	2427	washington
902	711	46	texas
903	91	334	washington
904	899	374	wisconsin
905	405	542	cornell
906	2335	145	washington
907	1646	2169	texas
908	3164	210	wisconsin
909	2301	751	washington
910	3926	3673	wisconsin
911	2292	98	washington
912	1295	478	cornell
913	183	233	wisconsin
914	3413	160	wisconsin
915	2141	280	texas
916	932	357	wisconsin
917	2688	338	washington
918	3853	886	wisconsin
919	924	3584	wisconsin
920	3897	3824	wisconsin
921	3966	161	wisconsin
922	1180	253	cornell
923	3265	454	wisconsin
924	3978	3921	wisconsin
925	909	383	wisconsin
926	1295	469	cornell
927	1295	483	cornell
928	144	776	washington
929	1295	513	cornell
930	3978	3928	wisconsin
931	3575	890	wisconsin
932	2413	2931	washington
933	1295	557	cornell
934	3669	3907	wisconsin
935	1409	248	cornell
936	3836	170	wisconsin
937	1606	265	cornell
938	452	377	wisconsin
939	1473	1066	cornell
940	438	2688	washington
941	2414	820	washington
942	1220	13	cornell
943	495	255	cornell
944	2169	2108	texas
945	3507	357	wisconsin
946	3197	964	wisconsin
947	364	915	wisconsin
948	1019	1025	cornell
949	3575	3158	wisconsin
950	3957	3927	wisconsin
951	3575	963	wisconsin
952	810	125	washington
953	1894	59	texas
954	3957	3671	wisconsin
955	3264	383	wisconsin
956	872	3575	wisconsin
957	3164	207	wisconsin
958	3664	456	wisconsin
959	3266	960	wisconsin
960	350	3369	wisconsin
961	2320	736	washington
962	463	895	wisconsin
963	712	76	texas
964	649	2061	texas
965	352	174	wisconsin
966	736	112	washington
967	1015	267	cornell
968	1719	313	texas
969	408	722	texas
970	704	2027	texas
971	1295	541	cornell
972	978	3217	wisconsin
973	394	469	cornell
974	518	1247	cornell
975	1188	1409	cornell
976	766	151	washington
977	2320	738	washington
978	3421	3908	wisconsin
979	2708	318	washington
980	2104	593	texas
981	2356	787	washington
982	3919	3674	wisconsin
983	3675	3916	wisconsin
984	2320	769	washington
985	3978	3922	wisconsin
986	3429	4013	wisconsin
987	2320	818	washington
988	2286	425	washington
989	1894	60	texas
990	2713	2659	washington
991	2335	143	washington
992	827	2294	washington
993	931	458	wisconsin
994	288	2089	texas
995	433	2661	washington
996	3922	3918	wisconsin
997	3654	3916	wisconsin
998	3907	3675	wisconsin
999	388	250	cornell
1000	95	324	washington
1001	457	3515	wisconsin
1002	3905	857	wisconsin
1003	499	395	cornell
1004	188	955	wisconsin
1005	133	333	washington
1006	3673	3889	wisconsin
1007	840	835	washington
1008	1423	536	cornell
1009	778	431	washington
1010	1719	301	texas
1011	861	455	wisconsin
1012	3922	3916	wisconsin
1013	28	44	cornell
1014	1108	1107	cornell
1015	719	1639	texas
1016	3668	3889	wisconsin
1017	1719	288	texas
1018	16	1076	cornell
1019	3824	3648	wisconsin
1020	448	377	wisconsin
1021	839	2294	washington
1022	3643	883	wisconsin
1023	3269	932	wisconsin
1024	4013	3978	wisconsin
1025	1295	523	cornell
1026	1180	251	cornell
1027	2980	2355	washington
1028	3671	3674	wisconsin
1029	3266	453	wisconsin
1030	3866	187	wisconsin
1031	2383	786	washington
1032	3920	3916	wisconsin
1033	1076	10	cornell
1034	3303	951	wisconsin
1035	3575	927	wisconsin
1036	172	350	wisconsin
1037	1295	584	cornell
1038	3908	3665	wisconsin
1039	862	3641	wisconsin
1040	564	271	cornell
1041	2910	2335	washington
1042	154	199	wisconsin
1043	1311	476	cornell
1044	2708	334	washington
1045	772	324	washington
1046	3331	858	wisconsin
1047	3584	374	wisconsin
1048	433	2711	washington
1049	2359	791	washington
1050	3303	375	wisconsin
1051	475	1508	cornell
1052	990	935	wisconsin
1053	566	25	cornell
1054	3429	3928	wisconsin
1055	409	2104	texas
1056	3346	456	wisconsin
1057	132	833	washington
1058	198	197	wisconsin
1059	3672	3674	wisconsin
1060	3303	972	wisconsin
1061	977	221	wisconsin
1062	2038	705	texas
1063	878	177	wisconsin
1064	360	466	wisconsin
1065	1719	287	texas
1066	1858	1933	texas
1067	3575	981	wisconsin
1068	1646	411	texas
1069	3978	3665	wisconsin
1070	1894	56	texas
1071	3366	1002	wisconsin
1072	836	2294	washington
1073	555	1220	cornell
1074	990	981	wisconsin
1075	3666	3673	wisconsin
1076	1697	2089	texas
1077	3169	215	wisconsin
1078	737	2279	washington
1079	220	3298	wisconsin
1080	1646	409	texas
1081	3131	3340	wisconsin
1082	1295	499	cornell
1083	3664	3675	wisconsin
1084	534	1552	cornell
1085	1015	391	cornell
1086	2027	698	texas
1087	499	5	cornell
1088	810	2416	washington
1089	3824	199	wisconsin
1090	1295	576	cornell
1091	1101	386	cornell
1092	3166	463	wisconsin
1093	176	167	wisconsin
1094	2713	809	washington
1095	3	1423	cornell
1096	2320	805	washington
1097	1015	390	cornell
1098	2335	102	washington
1099	3510	3889	wisconsin
1100	156	3824	wisconsin
1101	2320	776	washington
1102	1719	307	texas
1103	828	2426	washington
1104	2320	819	washington
1105	1295	574	cornell
1106	1944	670	texas
1107	3916	3673	wisconsin
1108	197	953	wisconsin
1109	904	445	wisconsin
1110	231	965	wisconsin
1111	814	739	washington
1112	744	425	washington
1113	2110	2072	texas
1114	433	2710	washington
1115	2027	697	texas
1116	306	62	texas
1117	2027	620	texas
1118	2320	838	washington
1119	3978	3918	wisconsin
1120	737	2294	washington
1121	405	265	cornell
1122	1001	217	wisconsin
1123	809	2294	washington
1124	1325	1464	cornell
1125	2661	2659	washington
1126	3620	882	wisconsin
1127	345	3675	wisconsin
1128	2711	2713	washington
1129	271	1606	cornell
1130	3667	3916	wisconsin
1131	177	3331	wisconsin
1132	2335	149	washington
1133	2141	273	texas
1134	3265	446	wisconsin
1135	955	188	wisconsin
1136	2713	852	washington
1137	3404	3382	wisconsin
1138	389	394	cornell
1139	382	3674	wisconsin
1140	894	375	wisconsin
1141	732	116	washington
1142	1719	291	texas
1143	1295	588	cornell
1144	853	2294	washington
1145	981	364	wisconsin
1146	1107	1099	cornell
1147	427	425	washington
1148	1295	564	cornell
1149	3532	974	wisconsin
1150	3496	951	wisconsin
1151	3672	3889	wisconsin
1152	1295	540	cornell
1153	1107	1108	cornell
1154	3413	167	wisconsin
1155	2708	322	washington
1156	418	671	texas
1157	2027	694	texas
1158	1295	487	cornell
1159	583	386	cornell
1160	154	944	wisconsin
1161	1746	70	texas
1162	3643	353	wisconsin
1163	1894	68	texas
1164	3921	3918	wisconsin
1165	508	1532	cornell
1166	295	65	texas
1167	3969	352	wisconsin
1168	1295	518	cornell
1169	661	48	texas
1170	986	375	wisconsin
1171	3421	3673	wisconsin
1172	735	2294	washington
1173	3994	913	wisconsin
1174	1495	575	cornell
1175	3575	895	wisconsin
1176	132	2536	washington
1177	3249	3515	wisconsin
1178	3607	3916	wisconsin
1179	3575	905	wisconsin
1180	2356	739	washington
1181	554	1236	cornell
1182	2427	2428	washington
1183	382	3908	wisconsin
1184	3050	2294	washington
1185	816	2294	washington
1186	3037	787	washington
1187	538	13	cornell
1188	3607	3675	wisconsin
1189	2027	635	texas
