1406	stanford	student	entity	few	few	yes	yes	1	2319	1406
1405	stanford	big_org	entity	few	few	yes	no	0	2318	1405
1404	stanford	big_org	entity	normal	many	yes	no	2	2317	1404
1403	stanford	big_org	entity	few	many	yes	no	0	2316	1403
1402	stanford	big_org	entity	many	many	yes	no	1	2315	1402
1399	stanford	student	entity	normal	many	no	yes	1	2312	1399
1395	stanford	student	entity	normal	many	yes	yes	1	2309	1395
1391	stanford	big_org	entity	normal	many	yes	no	2	2302	1391
944	stanford	student	entity	normal	few	yes	yes	1	1899	944
942	stanford	faculty	entity	many	few	yes	yes	1	1897	942
941	stanford	faculty	entity	few	few	no	yes	1	1896	941
939	stanford	student	entity	normal	normal	yes	yes	1	1894	939
938	stanford	student	entity	normal	normal	yes	yes	1	1893	938
937	stanford	student	entity	normal	many	yes	yes	1	1892	937
936	stanford	student	entity	normal	few	yes	yes	1	1891	936
935	stanford	student	entity	normal	few	yes	yes	1	1890	935
933	stanford	student	entity	normal	few	yes	yes	1	1889	933
932	stanford	student	entity	normal	normal	yes	yes	1	1888	932
931	stanford	student	entity	few	many	yes	yes	1	1887	931
930	stanford	student	entity	normal	normal	yes	yes	1	1886	930
929	stanford	student	entity	normal	few	yes	yes	1	1885	929
928	stanford	student	entity	normal	many	yes	yes	1	1884	928
924	stanford	rproj	entity	many	many	yes	no	2	1880	924
922	stanford	course	entity	few	few	yes	no	3	1879	922
921	stanford	big_org	entity	few	many	yes	no	0	1878	921
919	stanford	student	entity	few	normal	yes	no	2	1875	919
917	stanford	student	entity	normal	many	yes	no	2	1873	917
916	stanford	student	entity	normal	normal	yes	no	2	1872	916
912	stanford	big_org	entity	many	few	yes	no	0	1869	912
911	stanford	faculty	entity	normal	few	no	no	1	1868	911
910	stanford	faculty	entity	normal	few	no	no	1	1867	910
908	stanford	student	entity	normal	normal	yes	yes	1	1865	908
907	stanford	big_org	entity	few	normal	yes	no	0	1864	907
905	stanford	big_org	entity	few	few	yes	no	0	1862	905
904	stanford	faculty	entity	few	many	yes	yes	1	1861	904
902	stanford	course	entity	few	many	yes	no	3	1859	902
901	stanford	rgrp	entity	few	many	yes	no	0	1858	901
896	stanford	big_org	entity	many	many	yes	no	1	1853	896
895	stanford	big_org	entity	many	many	yes	no	0	1852	895
894	stanford	big_org	entity	few	many	yes	no	0	1851	894
891	stanford	big_org	entity	normal	many	yes	no	0	1849	891
888	stanford	course	entity	few	normal	yes	no	2	1846	888
887	stanford	course	entity	few	many	yes	no	2	1845	887
885	stanford	course	entity	few	many	yes	no	2	1842	885
884	stanford	student	entity	many	many	yes	no	2	1840	884
882	stanford	rscientist	entity	normal	many	yes	no	2	1839	882
881	stanford	rscientist	entity	normal	normal	yes	no	2	1838	881
880	stanford	rscientist	entity	few	normal	yes	no	2	1837	880
879	stanford	student	entity	normal	few	yes	no	2	1836	879
878	stanford	rscientist	entity	normal	many	yes	no	2	1835	878
877	stanford	faculty	entity	many	many	no	no	2	1834	877
1384	stanford	rproj	entity	many	many	yes	no	0	2297	1384
1383	stanford	course	entity	few	many	yes	no	1	2296	1383
1382	stanford	big_org	entity	few	many	yes	no	0	2295	1382
1381	stanford	student	entity	few	normal	yes	yes	1	2294	1381
1380	stanford	student	entity	few	normal	yes	yes	1	2293	1380
1379	stanford	student	entity	normal	many	yes	yes	1	2292	1379
1378	stanford	student	entity	normal	many	yes	yes	1	2291	1378
1377	stanford	student	entity	few	many	yes	yes	1	2290	1377
1375	stanford	student	entity	normal	normal	yes	yes	1	2289	1375
1374	stanford	student	entity	normal	normal	yes	yes	1	2288	1374
1373	stanford	student	entity	normal	many	yes	yes	1	2287	1373
1372	stanford	student	entity	normal	normal	yes	yes	1	2286	1372
1371	stanford	student	entity	few	normal	yes	yes	1	2285	1371
1370	stanford	student	entity	few	few	yes	yes	1	2284	1370
1368	stanford	student	entity	few	normal	yes	yes	1	2282	1368
1367	stanford	student	entity	normal	many	yes	yes	1	2281	1367
1366	stanford	student	entity	normal	few	yes	yes	1	2280	1366
1364	stanford	student	entity	few	few	yes	yes	1	2279	1364
1363	stanford	student	entity	normal	few	yes	yes	1	2278	1363
1362	stanford	student	entity	normal	normal	yes	yes	1	2277	1362
1361	stanford	student	entity	normal	normal	yes	yes	1	2276	1361
1360	stanford	student	entity	normal	many	yes	yes	1	2275	1360
1359	stanford	student	entity	normal	few	yes	yes	1	2274	1359
1358	stanford	student	entity	normal	many	yes	yes	1	2273	1358
1357	stanford	student	entity	normal	many	yes	yes	1	2272	1357
1356	stanford	student	entity	few	normal	yes	yes	1	2271	1356
1353	stanford	student	entity	few	normal	yes	yes	1	2269	1353
1352	stanford	student	entity	normal	few	yes	yes	1	2268	1352
1351	stanford	student	entity	few	few	yes	yes	1	2267	1351
1350	stanford	student	entity	normal	few	yes	yes	1	2266	1350
1349	stanford	student	entity	few	many	yes	yes	1	2265	1349
1348	stanford	student	entity	normal	few	yes	yes	1	2264	1348
1347	stanford	student	entity	normal	many	yes	yes	1	2263	1347
1346	stanford	student	entity	few	normal	yes	yes	1	2262	1346
1345	stanford	student	entity	normal	few	yes	yes	1	2261	1345
1344	stanford	student	entity	few	many	yes	yes	1	2260	1344
1342	stanford	student	entity	normal	few	yes	yes	1	2259	1342
1341	stanford	student	entity	few	many	yes	yes	1	2258	1341
1340	stanford	student	entity	few	normal	yes	yes	1	2257	1340
1339	stanford	student	entity	few	normal	yes	yes	1	2256	1339
1338	stanford	student	entity	normal	many	yes	yes	1	2255	1338
1337	stanford	student	entity	normal	many	yes	yes	1	2254	1337
1336	stanford	student	entity	normal	few	yes	yes	1	2253	1336
1335	stanford	student	entity	normal	normal	yes	yes	1	2252	1335
1334	stanford	student	entity	normal	normal	yes	yes	1	2251	1334
1333	stanford	student	entity	normal	few	yes	yes	1	2250	1333
1331	stanford	student	entity	few	normal	yes	yes	1	2249	1331
1330	stanford	student	entity	normal	few	yes	yes	1	2248	1330
1329	stanford	student	entity	normal	few	yes	yes	1	2247	1329
1328	stanford	student	entity	normal	normal	yes	yes	1	2246	1328
1327	stanford	student	entity	few	few	yes	yes	1	2245	1327
1326	stanford	student	entity	normal	many	yes	yes	1	2244	1326
1325	stanford	student	entity	normal	many	yes	yes	1	2243	1325
1324	stanford	rscientist	entity	few	many	yes	yes	1	2242	1324
1323	stanford	student	entity	normal	normal	yes	yes	1	2241	1323
1322	stanford	student	entity	normal	many	yes	yes	1	2240	1322
1320	stanford	student	entity	many	normal	yes	yes	1	2239	1320
1318	stanford	student	entity	normal	many	yes	yes	1	2237	1318
1317	stanford	student	entity	normal	normal	yes	yes	1	2236	1317
1315	stanford	student	entity	few	normal	yes	yes	1	2234	1315
1314	stanford	rgrp	entity	few	many	no	yes	1	2233	1314
1313	stanford	student	entity	few	few	yes	yes	1	2232	1313
1312	stanford	student	entity	normal	few	yes	yes	1	2231	1312
1311	stanford	student	entity	normal	normal	yes	yes	1	2230	1311
1309	stanford	student	entity	few	many	yes	yes	1	2229	1309
1308	stanford	student	entity	normal	many	yes	yes	1	2228	1308
1307	stanford	student	entity	few	normal	yes	yes	1	2227	1307
1306	stanford	student	entity	normal	many	yes	yes	1	2226	1306
1305	stanford	student	entity	normal	normal	yes	yes	1	2225	1305
1302	stanford	student	entity	few	few	yes	yes	1	2222	1302
1301	stanford	student	entity	normal	normal	yes	yes	1	2221	1301
1300	stanford	student	entity	normal	few	yes	yes	1	2220	1300
1298	stanford	student	entity	normal	normal	yes	yes	1	2219	1298
1297	stanford	student	entity	normal	normal	yes	yes	1	2218	1297
1296	stanford	rscientist	entity	few	many	yes	yes	1	2217	1296
1295	stanford	student	entity	normal	few	yes	yes	1	2216	1295
1294	stanford	student	entity	normal	many	no	yes	1	2215	1294
1293	stanford	staff	entity	few	many	yes	yes	1	2214	1293
1292	stanford	student	entity	few	normal	yes	yes	1	2213	1292
1291	stanford	student	entity	few	many	yes	yes	1	2212	1291
1290	stanford	student	entity	few	few	yes	yes	1	2211	1290
1289	stanford	student	entity	normal	normal	yes	yes	1	2210	1289
1287	stanford	rscientist	entity	few	few	yes	yes	1	2208	1287
1286	stanford	student	entity	normal	normal	yes	yes	1	2207	1286
1285	stanford	student	entity	normal	normal	yes	yes	1	2206	1285
1284	stanford	student	entity	normal	normal	yes	yes	1	2205	1284
1283	stanford	student	entity	normal	few	yes	yes	1	2204	1283
1282	stanford	student	entity	normal	many	yes	yes	1	2203	1282
1280	stanford	student	entity	normal	few	yes	yes	1	2201	1280
1279	stanford	student	entity	few	many	yes	yes	1	2200	1279
838	stanford	faculty	entity	normal	many	yes	no	0	1798	838
837	stanford	rproj	entity	normal	few	yes	no	2	1797	837
835	stanford	rproj	entity	normal	normal	yes	no	0	1795	835
829	stanford	faculty	entity	few	normal	yes	yes	1	1785	829
827	stanford	student	entity	many	many	yes	yes	1	1774	827
824	stanford	faculty	entity	many	many	yes	yes	1	1770	824
815	stanford	student	entity	many	many	yes	yes	1	1757	815
814	stanford	course	entity	few	many	yes	no	2	1755	814
807	stanford	student	entity	many	many	yes	no	2	1747	807
805	stanford	course	entity	few	many	no	no	0	1743	805
804	stanford	big_org	entity	normal	many	yes	no	0	1742	804
802	stanford	staff	entity	few	many	yes	no	1	1740	802
799	stanford	staff	entity	few	many	yes	no	1	1738	799
798	stanford	rscientist	entity	few	many	yes	no	1	1737	798
797	stanford	rscientist	entity	few	normal	yes	no	1	1736	797
758	stanford	faculty	entity	many	many	yes	no	1	1700	758
6412	berkeley	rproj	entity	few	few	yes	no	0	6574	6412
1276	stanford	student	entity	normal	few	yes	yes	1	2199	1276
1275	stanford	student	entity	few	normal	yes	yes	1	2198	1275
1274	stanford	student	entity	normal	normal	yes	yes	1	2197	1274
1273	stanford	student	entity	many	many	yes	yes	1	2196	1273
1272	stanford	student	entity	normal	many	yes	yes	1	2195	1272
1271	stanford	student	entity	few	few	yes	yes	1	2194	1271
1270	stanford	student	entity	normal	normal	yes	yes	1	2193	1270
1269	stanford	student	entity	few	many	yes	yes	1	2192	1269
1268	stanford	student	entity	normal	many	yes	yes	1	2191	1268
6379	berkeley	rgrp	entity	few	few	yes	no	0	6541	6379
1264	stanford	big_org	entity	many	many	yes	no	2	2188	1264
1257	stanford	big_org	entity	normal	many	yes	no	2	2181	1257
1253	stanford	big_org	entity	many	many	yes	no	2	2178	1253
1252	stanford	big_org	entity	many	many	yes	no	2	2177	1252
1248	stanford	student	entity	few	normal	yes	yes	1	2173	1248
1247	stanford	student	entity	normal	few	yes	yes	1	2172	1247
1246	stanford	student	entity	normal	many	yes	yes	1	2171	1246
1245	stanford	student	entity	normal	few	yes	yes	1	2170	1245
6367	berkeley	big_org	entity	few	few	yes	no	0	6529	6367
1243	stanford	student	entity	normal	many	yes	yes	1	2169	1243
1237	stanford	big_org	entity	many	many	yes	no	2	2163	1237
1204	stanford	big_org	entity	many	many	yes	no	2	2132	1204
1189	stanford	rscientist	entity	few	normal	no	no	2	2119	1189
1188	stanford	rgrp	entity	normal	many	yes	no	2	2118	1188
1187	stanford	course	entity	normal	many	yes	no	3	2117	1187
1186	stanford	rgrp	entity	normal	many	yes	no	2	2116	1186
1185	stanford	student	entity	few	few	yes	yes	1	2115	1185
1184	stanford	student	entity	normal	few	yes	yes	1	2114	1184
1183	stanford	student	entity	normal	few	yes	yes	1	2113	1183
1182	stanford	student	entity	normal	many	yes	yes	1	2112	1182
1181	stanford	student	entity	few	normal	yes	yes	1	2111	1181
1180	stanford	student	entity	normal	normal	yes	yes	1	2110	1180
1178	stanford	student	entity	normal	many	yes	yes	1	2109	1178
1177	stanford	student	entity	normal	many	yes	yes	1	2108	1177
1176	stanford	student	entity	few	many	yes	yes	1	2107	1176
1175	stanford	student	entity	few	normal	yes	yes	1	2106	1175
1174	stanford	student	entity	normal	normal	yes	yes	1	2105	1174
1169	stanford	faculty	entity	many	many	yes	yes	1	2100	1169
9086	mit	faculty	entity	few	few	no	no	2	10195	9086
9080	mit	faculty	entity	few	few	no	no	2	10189	9080
9073	mit	faculty	entity	few	few	no	no	2	10182	9073
710	stanford	rgrp	entity	many	many	yes	no	0	1658	710
709	stanford	course	entity	few	normal	yes	no	1	1657	709
708	stanford	rproj	entity	few	many	yes	no	1	1656	708
707	stanford	student	entity	few	few	yes	no	1	1655	707
706	stanford	student	entity	normal	many	yes	no	1	1654	706
705	stanford	rscientist	entity	few	many	yes	no	1	1653	705
704	stanford	student	entity	few	many	yes	no	1	1652	704
703	stanford	rscientist	entity	normal	many	no	no	2	1651	703
702	stanford	student	entity	normal	many	yes	no	1	1650	702
700	stanford	rproj	entity	few	many	yes	no	1	1649	700
699	stanford	faculty	entity	normal	many	yes	yes	1	1648	699
698	stanford	rgrp	entity	many	many	yes	no	0	1647	698
697	stanford	rgrp	entity	few	many	yes	no	1	1646	697
696	stanford	faculty	entity	normal	many	yes	yes	1	1645	696
695	stanford	faculty	entity	normal	few	no	no	1	1643	695
694	stanford	big_org	entity	few	normal	yes	no	0	1642	694
693	stanford	rscientist	entity	few	few	yes	no	1	1641	693
692	stanford	rproj	entity	normal	many	yes	no	1	1640	692
690	stanford	rscientist	entity	few	normal	yes	no	1	1639	690
689	stanford	student	entity	normal	many	no	no	0	1638	689
686	stanford	rproj	entity	normal	many	no	no	0	1635	686
684	stanford	student	entity	few	many	no	no	0	1633	684
683	stanford	student	entity	normal	many	no	no	0	1632	683
682	stanford	student	entity	normal	normal	no	no	0	1631	682
681	stanford	student	entity	few	normal	yes	no	1	1630	681
9044	mit	rgrp	entity	normal	few	yes	no	0	10153	9044
679	stanford	student	entity	few	many	no	no	0	1629	679
678	stanford	student	entity	normal	many	no	no	0	1628	678
677	stanford	student	entity	normal	many	no	no	0	1626	677
675	stanford	rscientist	entity	few	normal	yes	no	1	1624	675
674	stanford	rgrp	entity	many	many	yes	no	0	1623	674
672	stanford	faculty	entity	normal	normal	no	no	0	1621	672
669	stanford	student	entity	few	many	no	no	0	1619	669
668	stanford	rscientist	entity	few	many	no	no	0	1618	668
664	stanford	rproj	entity	many	many	yes	no	3	1614	664
663	stanford	rproj	entity	many	normal	yes	no	3	1613	663
1165	stanford	student	entity	normal	many	yes	yes	1	2098	1165
1164	stanford	student	entity	few	many	yes	yes	1	2097	1164
1162	stanford	faculty	entity	many	many	yes	yes	1	2095	1162
1161	stanford	student	entity	few	many	yes	yes	1	2094	1161
1160	stanford	student	entity	normal	many	yes	yes	1	2093	1160
1159	stanford	student	entity	normal	many	yes	yes	1	2092	1159
1158	stanford	student	entity	normal	few	yes	yes	1	2091	1158
1157	stanford	student	entity	normal	few	yes	yes	1	2090	1157
1155	stanford	student	entity	normal	many	yes	yes	1	2089	1155
1154	stanford	student	entity	few	normal	yes	yes	1	2088	1154
1153	stanford	student	entity	normal	normal	yes	yes	1	2087	1153
1147	stanford	big_org	entity	many	many	yes	no	2	2081	1147
1117	stanford	big_org	entity	few	few	yes	no	2	2054	1117
1104	stanford	big_org	entity	many	many	yes	no	2	2042	1104
1102	stanford	big_org	entity	many	many	yes	no	2	2040	1102
1098	stanford	big_org	entity	normal	many	no	no	3	2037	1098
1094	stanford	faculty	entity	few	normal	no	no	3	2033	1094
1093	stanford	faculty	entity	few	normal	no	no	3	2032	1093
1092	stanford	student	entity	few	many	yes	yes	1	2031	1092
1091	stanford	student	entity	normal	many	yes	yes	1	2030	1091
1089	stanford	student	entity	few	normal	yes	yes	1	2029	1089
1088	stanford	student	entity	normal	few	yes	yes	1	2028	1088
1087	stanford	student	entity	normal	normal	yes	yes	1	2027	1087
1086	stanford	student	entity	many	many	yes	yes	1	2026	1086
1085	stanford	student	entity	few	normal	yes	yes	1	2025	1085
1084	stanford	student	entity	few	normal	yes	yes	1	2024	1084
1083	stanford	student	entity	few	few	yes	yes	1	2023	1083
1082	stanford	student	entity	normal	normal	yes	yes	1	2022	1082
1081	stanford	student	entity	normal	many	yes	yes	1	2021	1081
1080	stanford	student	entity	normal	normal	yes	yes	1	2020	1080
1078	stanford	student	entity	normal	few	yes	yes	1	2019	1078
1077	stanford	student	entity	normal	few	yes	yes	1	2018	1077
1076	stanford	student	entity	few	normal	yes	yes	1	2017	1076
1075	stanford	student	entity	normal	normal	yes	yes	1	2016	1075
1074	stanford	course	entity	normal	normal	yes	no	2	2015	1074
1073	stanford	course	entity	normal	few	yes	no	2	2014	1073
1071	stanford	course	entity	normal	few	yes	no	2	2012	1071
1069	stanford	course	entity	normal	few	yes	no	2	2010	1069
1067	stanford	course	entity	few	many	yes	no	2	2009	1067
1066	stanford	course	entity	few	few	yes	no	2	2008	1066
1063	stanford	course	entity	many	many	yes	no	2	2004	1063
1061	stanford	course	entity	many	many	yes	no	2	2002	1061
1060	stanford	course	entity	normal	few	yes	no	2	2001	1060
1059	stanford	course	entity	few	many	yes	no	2	2000	1059
5838	berkeley	rgrp	entity	few	few	yes	no	3	5971	5838
638	stanford	rproj	entity	many	many	no	no	2	1590	638
629	stanford	rproj	entity	few	many	yes	no	1	1582	629
5804	berkeley	rgrp	entity	few	few	no	no	0	5934	5804
622	stanford	course	entity	normal	many	yes	no	2	1575	622
621	stanford	course	entity	normal	many	yes	no	2	1574	621
617	stanford	rproj	entity	normal	normal	no	no	1	1570	617
613	stanford	faculty	entity	few	few	no	yes	1	1567	613
609	stanford	course	entity	normal	many	no	no	2	1562	609
608	stanford	faculty	entity	many	many	yes	yes	1	1561	608
602	stanford	rproj	entity	normal	many	yes	no	1	1556	602
601	stanford	rproj	entity	normal	many	yes	yes	1	1555	601
599	stanford	rproj	entity	many	many	yes	no	1	1553	599
598	stanford	student	entity	normal	normal	yes	yes	1	1552	598
597	stanford	student	entity	normal	few	yes	yes	1	1551	597
596	stanford	student	entity	few	few	yes	yes	1	1550	596
594	stanford	student	entity	few	many	yes	yes	1	1549	594
593	stanford	rscientist	entity	few	normal	no	no	2	1548	593
519	stanford	rproj	entity	many	many	no	no	3	1481	519
518	stanford	rproj	entity	normal	many	no	no	3	1480	518
505	stanford	course	entity	few	many	no	no	3	1469	505
501	stanford	student	entity	normal	few	yes	yes	1	1465	501
500	stanford	rscientist	entity	normal	normal	no	no	1	1464	500
499	stanford	staff	entity	normal	normal	no	no	1	1463	499
498	stanford	faculty	entity	many	normal	no	no	1	1462	498
497	stanford	faculty	entity	many	many	no	no	1	1461	497
494	stanford	rproj	entity	normal	many	yes	no	1	1459	494
492	stanford	rscientist	entity	many	many	yes	yes	1	1457	492
491	stanford	rproj	entity	normal	many	yes	no	1	1456	491
490	stanford	student	entity	few	many	yes	yes	1	1455	490
489	stanford	rgrp	entity	normal	few	no	no	1	1454	489
487	stanford	student	entity	few	normal	yes	yes	1	1452	487
486	stanford	student	entity	normal	many	yes	yes	1	1451	486
485	stanford	rproj	entity	normal	few	yes	no	1	1450	485
480	stanford	rproj	entity	normal	many	yes	no	1	1446	480
479	stanford	student	entity	normal	many	yes	yes	1	1445	479
478	stanford	rgrp	entity	many	many	yes	no	0	1444	478
477	stanford	rproj	entity	normal	many	yes	no	1	1443	477
475	stanford	rscientist	entity	normal	many	yes	yes	1	1441	475
472	stanford	rproj	entity	few	few	no	no	2	1439	472
464	stanford	student	entity	few	many	yes	yes	1	1429	464
463	stanford	student	entity	normal	many	yes	yes	1	1428	463
462	stanford	student	entity	normal	many	yes	yes	1	1427	462
461	stanford	rproj	entity	normal	many	yes	no	1	1426	461
460	stanford	student	entity	normal	few	yes	yes	1	1425	460
459	stanford	student	entity	normal	many	yes	yes	1	1424	459
455	stanford	student	entity	normal	few	yes	yes	1	1420	455
453	stanford	student	entity	normal	normal	yes	yes	1	1419	453
452	stanford	student	entity	normal	few	yes	yes	1	1418	452
451	stanford	student	entity	normal	few	yes	yes	1	1417	451
450	stanford	student	entity	normal	many	yes	yes	1	1416	450
448	stanford	student	entity	normal	normal	yes	yes	1	1414	448
447	stanford	student	entity	normal	normal	yes	yes	1	1413	447
436	stanford	student	entity	normal	normal	yes	yes	1	1403	436
435	stanford	student	entity	few	few	yes	yes	1	1402	435
434	stanford	student	entity	many	normal	yes	yes	1	1401	434
6087	berkeley	rproj	entity	normal	few	yes	no	0	6228	6087
430	stanford	student	entity	normal	normal	yes	yes	1	1399	430
429	stanford	student	entity	normal	many	yes	yes	1	1398	429
428	stanford	student	entity	normal	many	yes	yes	1	1397	428
427	stanford	student	entity	normal	few	yes	yes	1	1396	427
426	stanford	student	entity	normal	many	yes	yes	1	1395	426
425	stanford	student	entity	normal	normal	yes	yes	1	1394	425
