225	5034	5111	none	cmu
226	5996	7904	none	berkeley
227	6531	7475	member	berkeley
228	3423	5006	none	cmu
229	8148	8640	instructor	berkeley
230	686	689	member	stanford
231	1160	1429	none	stanford
232	2740	3866	none	cmu
233	3902	4393	member	cmu
234	5885	8644	none	berkeley
235	6467	7707	member	berkeley
236	242	2174	member	stanford
237	2670	3692	none	cmu
238	2068	2074	none	stanford
239	7545	8587	none	berkeley
240	2068	2077	none	stanford
241	1765	1814	none	stanford
242	2670	3699	none	cmu
243	6195	6437	none	berkeley
244	4513	4901	none	cmu
245	2882	5040	member	cmu
246	4769	5658	none	cmu
247	6384	8295	none	berkeley
248	6412	6467	none	berkeley
249	6134	8603	instructor	berkeley
250	6467	7715	none	berkeley
251	2442	5249	none	cmu
252	2879	5436	none	cmu
253	3146	4988	member	cmu
254	6413	8720	none	berkeley
255	891	1272	none	stanford
256	129	2224	none	stanford
257	3190	3693	instructor	cmu
258	6294	8720	none	berkeley
259	3561	3902	none	cmu
260	6138	7840	advisor	berkeley
261	6228	6764	member	berkeley
262	6134	8614	none	berkeley
263	8978	10520	none	mit
264	2015	2016	none	stanford
265	2068	2091	none	stanford
266	7582	7809	none	berkeley
267	1046	1910	instructor	stanford
268	4988	5200	member	cmu
269	9904	10863	none	mit
270	1618	1624	none	stanford
271	4988	5201	none	cmu
272	4988	5202	none	cmu
273	4988	5203	none	cmu
274	7365	8083	none	berkeley
275	472	1827	none	stanford
276	4988	5204	none	cmu
277	4988	5205	member	cmu
278	3423	5030	none	cmu
279	4988	5206	none	cmu
280	4988	5207	member	cmu
281	2882	5060	none	cmu
282	4988	5208	member	cmu
283	4988	5209	none	cmu
284	8826	8840	none	berkeley
285	1160	1456	none	stanford
286	3960	5284	none	cmu
287	7497	8351	none	berkeley
288	5996	7937	member	berkeley
289	157	1426	none	stanford
290	44	308	none	stanford
291	157	1429	none	stanford
292	6077	8351	none	berkeley
293	5019	5204	none	cmu
294	3418	3599	advisor	cmu
295	7764	8145	none	berkeley
296	7764	8148	advisor	berkeley
297	5019	5208	member	cmu
298	7820	8840	none	berkeley
299	4988	5210	member	cmu
300	4988	5211	none	cmu
301	9904	10874	none	mit
302	4988	5212	none	cmu
303	4988	5213	member	cmu
304	4988	5214	none	cmu
305	3462	4988	member	cmu
306	4988	5215	member	cmu
307	4988	5216	none	cmu
308	4988	5217	none	cmu
309	4988	5218	none	cmu
310	4988	5219	none	cmu
311	1703	1754	none	stanford
312	7205	7324	none	berkeley
313	6035	6356	member	berkeley
314	6762	7378	none	berkeley
315	2077	2123	member	stanford
316	2077	2124	member	stanford
317	49	1289	member	stanford
318	2677	4360	advisor	cmu
319	10627	10630	instructor	mit
320	5019	5215	none	cmu
321	418	877	advisor	stanford
322	277	2037	none	stanford
323	9904	10880	none	mit
324	4988	5220	member	cmu
325	4988	5221	member	cmu
326	4988	5222	member	cmu
327	6240	7078	none	berkeley
328	9904	10886	none	mit
329	4988	5223	member	cmu
330	593	2014	none	stanford
331	4988	5224	none	cmu
332	4988	5225	member	cmu
333	4988	5226	member	cmu
334	6964	7820	none	berkeley
335	9904	10889	none	mit
336	4988	5227	member	cmu
337	4988	5228	none	cmu
338	2739	3445	member	cmu
339	4988	5229	member	cmu
340	7229	7992	none	berkeley
341	6809	7178	none	berkeley
342	2426	2427	none	cmu
343	7254	8187	none	berkeley
344	7448	8187	none	berkeley
345	7193	8029	none	berkeley
346	2734	4647	advisor	cmu
347	9075	9836	none	mit
348	2677	4376	member	cmu
349	3238	5774	none	cmu
350	5215	5264	none	cmu
351	5019	5224	none	cmu
352	8954	9904	none	mit
353	2607	3185	none	cmu
354	5104	5340	none	cmu
355	3595	4842	member	cmu
356	5068	5419	none	cmu
357	4988	5230	none	cmu
358	7820	8863	none	berkeley
359	4549	5002	none	cmu
360	6587	8351	none	berkeley
361	4988	5231	none	cmu
362	678	692	none	stanford
363	4988	5232	member	cmu
364	4988	5233	none	cmu
365	8990	10137	none	mit
366	4988	5234	member	cmu
367	4988	5235	member	cmu
368	4988	5236	member	cmu
369	1765	1869	none	stanford
370	4988	5237	member	cmu
371	4988	5238	none	cmu
372	6809	7181	none	berkeley
373	4988	5239	none	cmu
374	4013	5224	none	cmu
375	7193	8031	none	berkeley
376	3812	4874	none	cmu
377	7010	7773	none	berkeley
378	418	891	none	stanford
379	7629	7632	ta	berkeley
380	5068	5420	none	cmu
381	8954	9910	none	mit
382	2677	4389	member	cmu
383	6142	6413	none	berkeley
384	1061	1899	none	stanford
385	1810	1814	none	stanford
386	7196	7698	none	berkeley
387	5215	5278	advisor	cmu
388	5006	5330	none	cmu
389	5019	5239	none	cmu
390	2719	5371	none	cmu
391	7820	8873	none	berkeley
392	4988	5240	member	cmu
393	885	2050	instructor	stanford
394	5384	5401	none	cmu
395	2719	5374	none	cmu
396	4988	5241	none	cmu
397	1810	1819	none	stanford
398	5347	5542	member	cmu
399	4988	5242	member	cmu
400	6401	8448	none	berkeley
401	4988	5243	member	cmu
402	10386	10444	member	mit
403	2678	3301	member	cmu
404	4988	5244	none	cmu
405	4988	5245	none	cmu
406	4988	5246	none	cmu
407	10358	10757	none	mit
408	4988	5247	none	cmu
409	4988	5248	member	cmu
410	4988	5249	member	cmu
411	2426	2440	none	cmu
412	5034	5185	none	cmu
413	6188	7658	none	berkeley
414	5371	5509	none	cmu
415	3561	3955	member	cmu
416	52	395	member	stanford
417	277	2060	none	stanford
418	6747	6809	none	berkeley
419	6036	8645	instructor	berkeley
420	1810	1821	none	stanford
421	10910	10911	none	mit
422	8954	9928	none	mit
423	5384	5411	none	cmu
424	1522	1695	none	stanford
425	4988	5250	none	cmu
426	4988	5251	none	cmu
427	4988	5252	member	cmu
428	6413	8786	none	berkeley
429	4988	5253	none	cmu
430	4988	5254	member	cmu
431	5055	5535	member	cmu
432	4988	5255	none	cmu
433	4988	5256	none	cmu
434	7957	7958	instructor	berkeley
435	4988	5257	none	cmu
436	6035	6394	member	berkeley
437	5384	5419	none	cmu
438	4988	5258	none	cmu
439	4988	5259	none	cmu
440	1301	1429	none	stanford
441	4842	4857	none	cmu
442	3561	3962	partof	cmu
443	3561	3967	member	cmu
444	8160	8351	none	berkeley
445	9031	10710	none	mit
446	2454	4988	member	cmu
447	6398	6528	member	berkeley
448	1182	1429	none	stanford
449	807	1805	member	stanford
450	9951	10726	none	mit
451	5384	5420	none	cmu
452	4988	5260	member	cmu
453	4988	5261	member	cmu
454	4988	5262	member	cmu
455	4988	5263	member	cmu
456	5249	5543	member	cmu
457	5249	5544	member	cmu
458	4988	5264	none	cmu
459	4988	5265	member	cmu
460	4988	5266	member	cmu
461	4988	5267	none	cmu
462	4842	4861	partof	cmu
463	6762	6764	instructor	berkeley
464	4988	5268	none	cmu
465	7603	7853	none	berkeley
466	4988	5269	none	cmu
467	2780	5215	advisor	cmu
468	4842	4864	partof	cmu
469	7546	7582	none	berkeley
470	4842	4865	partof	cmu
471	2620	5100	none	cmu
472	202	1429	none	stanford
473	2620	5101	none	cmu
474	7066	8625	instructor	berkeley
475	2620	5102	none	cmu
476	6192	6201	member	berkeley
477	7193	7409	none	berkeley
478	2620	5103	none	cmu
479	6184	8448	none	berkeley
480	2620	5104	none	cmu
481	2620	5105	none	cmu
482	7066	8629	none	berkeley
483	2620	5106	none	cmu
484	2620	5107	none	cmu
485	6398	6534	advisor	berkeley
486	2620	5108	none	cmu
487	3561	3978	member	cmu
488	2620	5109	none	cmu
489	2916	4359	none	cmu
490	6398	6537	none	berkeley
491	5019	5264	none	cmu
492	277	1429	none	stanford
493	9293	9836	none	mit
494	3640	4829	none	cmu
495	4988	5270	none	cmu
496	4988	5271	member	cmu
497	4988	5272	none	cmu
498	518	519	none	stanford
499	4988	5273	none	cmu
500	2882	4470	member	cmu
501	4988	5274	none	cmu
502	10386	10475	member	mit
503	4988	5275	none	cmu
504	5141	5248	none	cmu
505	5139	5208	none	cmu
506	4988	5276	member	cmu
507	4988	5277	none	cmu
508	7675	8200	member	berkeley
509	4988	5278	member	cmu
510	4988	5279	member	cmu
511	7675	8201	none	berkeley
512	2620	5110	none	cmu
513	5371	5533	none	cmu
514	2620	5111	none	cmu
515	104	1419	partof	stanford
516	5804	6134	none	berkeley
517	2620	5112	none	cmu
518	2620	5113	none	cmu
519	6398	6540	advisor	berkeley
520	2620	5114	none	cmu
521	6398	6541	none	berkeley
522	2620	5115	none	cmu
523	5371	5539	none	cmu
524	7066	8639	instructor	berkeley
525	2620	5116	none	cmu
526	2620	5117	none	cmu
527	3596	4462	none	cmu
528	2620	5118	none	cmu
529	6192	6218	member	berkeley
530	2620	5119	none	cmu
531	6414	7728	none	berkeley
532	3596	4466	none	cmu
533	2205	2208	member	stanford
534	5019	5273	none	cmu
535	2205	2209	member	stanford
536	3347	5009	partof	cmu
537	1278	1429	none	stanford
538	3777	3902	partof	cmu
539	6336	6455	none	berkeley
540	1808	1813	none	stanford
541	3379	4080	none	cmu
542	3379	3425	none	cmu
543	6791	8880	none	berkeley
544	211	2114	member	stanford
545	4988	5280	member	cmu
546	4988	5281	none	cmu
547	3379	4086	none	cmu
548	53	1900	member	stanford
549	4988	5282	member	cmu
550	9951	10749	none	mit
551	3379	4087	instructor	cmu
552	4988	5283	none	cmu
553	4988	5284	member	cmu
554	3562	3563	none	cmu
555	4988	5285	member	cmu
556	5030	5330	none	cmu
557	4988	5286	none	cmu
558	6266	6283	advisor	berkeley
559	4988	5287	none	cmu
560	8186	8187	instructor	berkeley
561	4988	5288	member	cmu
562	7444	8351	none	berkeley
563	4988	5289	none	cmu
564	104	1426	none	stanford
565	2620	5120	none	cmu
566	104	1428	none	stanford
567	5322	5354	none	cmu
568	7058	7545	none	berkeley
569	2620	5121	none	cmu
570	104	1429	none	stanford
571	2620	5122	none	cmu
572	2620	5123	none	cmu
573	5816	5817	none	berkeley
574	2620	5124	none	cmu
575	5273	5527	none	cmu
576	2205	2210	member	stanford
577	6200	6308	none	berkeley
578	2205	2211	member	stanford
579	2620	5125	none	cmu
580	2205	2212	member	stanford
581	2620	5126	none	cmu
582	2620	5127	none	cmu
583	2620	5128	none	cmu
584	2620	5129	none	cmu
585	6036	8683	advisor	berkeley
586	5019	5281	none	cmu
587	7995	8083	none	berkeley
588	7374	8187	advisor	berkeley
589	807	1830	member	stanford
590	1808	1821	none	stanford
591	6632	8351	none	berkeley
592	2785	4045	none	cmu
593	5141	5262	advisor	cmu
594	4988	5290	none	cmu
595	4988	5291	none	cmu
596	4988	5292	none	cmu
597	4988	5293	none	cmu
598	5100	5519	member	cmu
599	4988	5294	member	cmu
600	4988	5295	none	cmu
601	4988	5296	none	cmu
602	5030	5340	none	cmu
603	4988	5297	member	cmu
604	4988	5298	member	cmu
605	6456	7066	none	berkeley
606	2620	5130	none	cmu
607	2620	5131	none	cmu
608	2620	5132	none	cmu
609	5371	5555	none	cmu
610	2620	5133	none	cmu
611	5371	5556	none	cmu
612	10370	10388	none	mit
613	7193	8096	none	berkeley
614	2620	5134	none	cmu
615	2620	5135	none	cmu
616	5949	6326	none	berkeley
617	10536	10685	none	mit
618	7193	8099	none	berkeley
619	2620	5136	none	cmu
620	3151	3197	none	cmu
621	2620	5137	none	cmu
622	2620	5138	none	cmu
623	2620	5139	none	cmu
624	1810	1870	member	stanford
625	4997	5316	none	cmu
626	3534	4393	none	cmu
627	2883	3418	none	cmu
628	6258	7885	none	berkeley
629	2672	4988	partof	cmu
630	5006	5393	member	cmu
631	3493	5668	none	cmu
632	2037	2038	partof	stanford
633	5006	5397	member	cmu
634	7009	7370	none	berkeley
635	5139	5238	none	cmu
636	5322	5371	none	cmu
637	5224	5351	none	cmu
638	5030	5352	member	cmu
639	249	837	partof	stanford
640	7497	7793	member	berkeley
641	2620	5140	none	cmu
642	2620	5141	none	cmu
643	10398	10444	none	mit
644	2620	5142	none	cmu
645	3239	4769	member	cmu
646	2620	5143	none	cmu
647	2620	5144	none	cmu
648	2620	5145	none	cmu
649	2620	5146	none	cmu
650	2620	5147	none	cmu
651	2620	5148	none	cmu
652	6455	6848	member	berkeley
653	2620	5149	none	cmu
654	2834	3232	none	cmu
655	7772	8685	none	berkeley
656	3338	3704	none	cmu
657	5209	5419	none	cmu
658	2037	2041	member	stanford
659	5100	5535	member	cmu
660	3505	4988	none	cmu
661	1808	1847	member	stanford
662	3185	3459	none	cmu
663	689	2084	none	stanford
664	689	1429	none	stanford
665	3239	4771	member	cmu
666	155	187	instructor	stanford
667	2122	2163	none	stanford
668	1677	2170	none	stanford
669	7591	8591	none	berkeley
670	5030	5363	member	cmu
671	2620	5150	none	cmu
672	2620	5151	none	cmu
673	5953	8211	none	berkeley
674	2620	5152	none	cmu
675	5916	8351	none	berkeley
676	2620	5153	none	cmu
677	2620	5154	none	cmu
678	2620	5155	none	cmu
679	6045	6046	none	berkeley
680	2620	5156	none	cmu
681	5209	5420	none	cmu
682	2620	5157	none	cmu
683	2620	5158	none	cmu
684	2620	5159	none	cmu
685	5015	5425	member	cmu
686	214	923	partof	stanford
687	2099	2143	advisor	stanford
688	4047	5557	member	cmu
689	5319	5775	advisor	cmu
690	3185	3463	none	cmu
691	10103	10104	member	mit
692	638	894	none	stanford
693	10000	10146	none	mit
694	3934	4045	none	cmu
695	2620	5160	none	cmu
696	2780	5278	none	cmu
697	2620	5161	none	cmu
698	6694	7820	none	berkeley
699	2620	5162	none	cmu
700	2620	5163	none	cmu
701	2620	5164	none	cmu
702	2620	5165	none	cmu
703	3786	5280	none	cmu
704	2620	5166	none	cmu
705	1627	1764	none	stanford
706	2620	5167	none	cmu
707	7276	7544	none	berkeley
708	2620	5168	none	cmu
709	2620	5169	none	cmu
710	4633	4988	member	cmu
711	8097	8226	none	berkeley
712	2037	2060	none	stanford
713	5397	5398	none	cmu
714	5331	5417	none	cmu
715	5929	7610	none	berkeley
716	2882	3871	instructor	cmu
717	2882	3872	instructor	cmu
718	10000	10153	none	mit
719	7005	7512	none	berkeley
720	2037	2068	none	stanford
721	6403	7027	none	berkeley
722	3795	5304	none	cmu
723	248	308	none	stanford
724	6004	6313	member	berkeley
725	6004	6314	member	berkeley
726	2620	5170	none	cmu
727	2620	5171	none	cmu
728	2620	5172	none	cmu
729	10398	10476	member	mit
730	2620	5173	none	cmu
731	6218	7743	none	berkeley
732	2620	5174	none	cmu
733	9120	9886	partof	mit
734	8301	8351	none	berkeley
735	2620	5175	none	cmu
736	692	1061	none	stanford
737	2620	5176	none	cmu
738	3596	3866	none	cmu
739	804	2224	none	stanford
740	2620	5177	none	cmu
741	2620	5178	none	cmu
742	418	2073	member	stanford
743	2620	5179	none	cmu
744	6436	7701	none	berkeley
745	2889	4513	none	cmu
746	101	103	none	stanford
747	2883	3457	member	cmu
748	1008	1027	none	stanford
749	10103	10127	none	mit
750	3338	4394	member	cmu
751	8182	8351	none	berkeley
752	1253	1257	none	stanford
753	104	1480	partof	stanford
754	6358	6436	none	berkeley
755	5841	8745	none	berkeley
756	5030	5393	member	cmu
757	4377	5034	member	cmu
758	7193	7486	none	berkeley
759	4085	5016	member	cmu
760	3499	4087	advisor	cmu
761	2620	5180	none	cmu
762	4085	5017	member	cmu
763	1579	2185	member	stanford
764	2620	5181	none	cmu
765	5030	5397	member	cmu
766	2620	5182	none	cmu
767	2620	5183	none	cmu
768	2620	5184	none	cmu
769	2620	5185	none	cmu
770	2620	5186	none	cmu
771	7186	8640	instructor	berkeley
772	2620	5187	none	cmu
773	8166	8840	none	berkeley
774	2620	5188	none	cmu
775	2620	5189	none	cmu
776	3551	5557	member	cmu
777	1031	2078	none	stanford
778	608	609	instructor	stanford
779	6373	6380	none	berkeley
780	3457	4769	none	cmu
781	418	1429	none	stanford
782	4887	5019	partof	cmu
783	6373	6384	none	berkeley
784	6291	7904	none	berkeley
785	1253	1264	none	stanford
786	10492	10511	none	mit
787	7708	7937	advisor	berkeley
788	3379	3499	none	cmu
789	3137	4907	none	cmu
790	2882	3898	advisor	cmu
791	6456	6467	none	berkeley
792	104	202	member	stanford
793	5261	5265	none	cmu
794	2620	5190	none	cmu
795	6382	6403	none	berkeley
796	2620	5191	none	cmu
797	6345	6544	none	berkeley
798	2620	5192	none	cmu
799	418	1431	none	stanford
800	2620	5193	none	cmu
801	2620	5194	none	cmu
802	608	613	none	stanford
803	14	2035	none	stanford
804	2620	5195	none	cmu
805	2620	5196	none	cmu
806	5840	5842	none	berkeley
807	418	2091	member	stanford
808	2620	5197	none	cmu
809	2620	5198	none	cmu
810	10343	10344	member	mit
811	2620	5199	none	cmu
812	5003	5136	none	cmu
813	126	478	member	stanford
814	596	629	member	stanford
815	8133	8187	advisor	berkeley
816	3460	4394	member	cmu
817	6905	8616	instructor	berkeley
818	6184	7885	none	berkeley
819	8978	9101	none	mit
820	2620	4544	none	cmu
821	5824	6994	none	berkeley
822	6222	6302	none	berkeley
823	5344	5354	none	cmu
824	894	2194	none	stanford
825	5135	5413	none	cmu
826	107	308	none	stanford
827	91	1429	none	stanford
828	928	1429	none	stanford
829	6403	6405	advisor	berkeley
830	6297	6302	none	berkeley
831	6403	6406	advisor	berkeley
832	6403	6408	advisor	berkeley
833	10000	10194	none	mit
834	10697	10873	none	mit
835	6074	7546	none	berkeley
836	3783	5015	member	cmu
837	6184	7894	advisor	berkeley
838	4763	5215	member	cmu
839	3445	3801	member	cmu
840	1953	2037	none	stanford
841	7926	8577	none	berkeley
842	2061	2068	ta	stanford
843	3445	4462	member	cmu
844	3490	5425	none	cmu
845	9886	10095	member	mit
846	9118	9887	member	mit
847	9886	10099	none	mit
848	2646	3708	member	cmu
849	924	2202	none	stanford
850	4310	5515	none	cmu
851	3902	5026	none	cmu
852	1747	1754	none	stanford
853	101	144	ta	stanford
854	6136	7285	member	berkeley
855	4997	5399	member	cmu
856	3804	5008	member	cmu
857	924	2205	none	stanford
858	6403	6411	advisor	berkeley
859	6403	6412	none	berkeley
860	1651	1777	none	stanford
861	7733	8156	none	berkeley
862	5037	5405	member	cmu
863	6452	7261	advisor	berkeley
864	2061	2071	none	stanford
865	8	308	none	stanford
866	2061	2072	none	stanford
867	2620	3903	none	cmu
868	2620	3905	none	cmu
869	7444	7796	none	berkeley
870	2632	4890	none	cmu
871	3445	3812	member	cmu
872	2620	3907	none	cmu
873	706	708	member	stanford
874	4170	4513	none	cmu
875	6004	6367	none	berkeley
876	5884	7027	none	berkeley
877	5150	5371	none	cmu
878	7186	8685	member	berkeley
879	8975	10127	none	mit
880	5838	5839	partof	berkeley
881	3804	5015	member	cmu
882	6193	7926	none	berkeley
883	5135	5432	none	cmu
884	6087	7466	none	berkeley
885	6379	7489	none	berkeley
886	1428	2131	none	stanford
887	706	710	member	stanford
888	202	308	none	stanford
889	5316	5535	none	cmu
890	7297	7957	none	berkeley
891	2620	3917	none	cmu
892	5218	5517	none	cmu
893	5820	7794	none	berkeley
894	6304	6836	none	berkeley
895	6198	6737	none	berkeley
896	6884	8664	none	berkeley
897	3306	5377	none	cmu
898	6194	8166	none	berkeley
899	10161	10334	none	mit
900	698	2185	partof	stanford
901	698	2186	member	stanford
902	91	1456	none	stanford
903	6269	7147	none	berkeley
904	6403	6434	member	berkeley
905	6409	8151	none	berkeley
906	5929	7684	none	berkeley
907	2061	2091	member	stanford
908	5913	8127	none	berkeley
909	3202	3640	none	cmu
910	6409	8155	ta	berkeley
911	5218	5523	none	cmu
912	2620	3926	none	cmu
913	7285	8297	advisor	berkeley
914	2620	3929	none	cmu
915	7803	8351	none	berkeley
916	6737	7805	none	berkeley
917	4084	4842	partof	cmu
918	14	1429	none	stanford
919	4932	5017	none	cmu
920	4932	5019	none	cmu
921	5052	5377	none	cmu
922	7490	8351	none	berkeley
923	7684	8351	none	berkeley
924	5025	5104	member	cmu
925	3454	4513	none	cmu
926	8954	10630	none	mit
927	2620	3932	none	cmu
928	2620	3933	none	cmu
929	5316	5554	none	cmu
930	1040	2159	ta	stanford
931	1419	1480	none	stanford
932	4932	5022	none	cmu
933	7014	7610	none	berkeley
934	6144	7766	none	berkeley
935	6193	7957	none	berkeley
936	2913	3534	none	cmu
937	6193	7958	instructor	berkeley
938	4105	4842	member	cmu
939	910	917	none	stanford
940	6548	6626	advisor	berkeley
941	5913	8146	none	berkeley
942	2620	3942	none	cmu
943	6781	7186	none	berkeley
944	6737	7820	none	berkeley
945	5657	5776	none	cmu
946	2620	3948	none	cmu
947	7162	7402	none	berkeley
948	3404	4763	none	cmu
949	3404	4764	none	cmu
950	4932	5032	none	cmu
951	4932	5033	none	cmu
952	5040	5064	member	cmu
953	5040	5066	member	cmu
954	308	1159	none	stanford
955	2613	5767	none	cmu
956	10316	10318	member	mit
957	2670	3718	none	cmu
958	6403	6467	member	berkeley
959	10115	10157	none	mit
960	2620	3954	none	cmu
961	6297	6369	none	berkeley
962	660	1429	none	stanford
963	3404	4772	none	cmu
964	2620	3958	none	cmu
965	6580	8351	none	berkeley
966	706	758	advisor	stanford
967	3976	4842	partof	cmu
968	3445	3866	member	cmu
969	6339	7353	member	berkeley
970	3445	3867	member	cmu
971	7229	8631	none	berkeley
972	308	1164	none	stanford
973	308	1165	none	stanford
974	3551	4988	member	cmu
975	6243	7378	none	berkeley
976	4932	5047	member	cmu
977	7229	8635	instructor	berkeley
978	7229	8636	instructor	berkeley
979	4932	5049	member	cmu
980	308	1169	none	stanford
981	7229	8637	instructor	berkeley
982	6379	6870	none	berkeley
